caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
10918,4,1,2,3,0,1,0,2,2,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,4,0,2,1,4,0,0,2,2,2,2,0,2,0,2,2,0,3,9,0,0,0,6,0,3,23,0,6,4,3,0,0,0,0,3,0,1,1,1,2,0,11,2,1
10919,4,1,1,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
10920,4,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,0,0,0,2,1,0,4,23,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
10921,3,1,2,0,0,1,4,2,2,0,0,3,0,1,3,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,1,2,0,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
10922,4,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,0,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,13,5,0
10923,3,1,2,0,0,1,4,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
10924,3,1,2,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,9,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,1,2,0,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
10925,3,11,1,0,0,3,3,2,2,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
10926,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
10927,2,2,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,6,0,2,0,2,1,0,2,2,0,221,1,1,1,2,10,1,6,0,2,0,0,0,0,0,2,0,1,1,1,0,9,1,0
10928,5,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,21,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
10929,6,1,2,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,5,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
10930,5,6,1,0,4,7,3,2,2,2,0,0,0,4,4,2,4,0,0,1,0,0,0,0,6,0,1,0,0,0,1,4,2,2,1,0,2,5,2,2,0,5,0,0,0,2,1,0,5,52,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
10931,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,111,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10932,6,1,2,0,0,8,3,2,2,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,0,1,0,0,1,1,0,0,24,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,11,1,0
10933,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,1,0,0,0,0,0,0,0,6,0,2,23,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,4,5,0
10934,3,1,12,0,0,5,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,2,2,2,0,2,0,2,2,0,2,0,0,0,1,4,0,2,23,0,1,1,1,1,0,0,0,0,5,0,2,1,1,0,11,1,1
10935,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10936,7,1,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,4,1,2,0,0,2,0,2,0,4,0,0,0,0,0,6,0,2,22,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
10937,3,2,2,0,0,1,5,2,2,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,5,0,2,0,2,2,4,2,2,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,4,0,2,1,1,0,11,1,0
10938,7,2,1,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
10939,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,4,23,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,12,6,1
10940,7,11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,4,0,0,0,6,0,3,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,12,6,0
10941,6,1,2,0,0,1,3,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,8,1,2,0,0,0,3,2,1,2,2,0,2,0,2,2,0,4,0,0,0,0,1,0,4,22,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,14,1,1
10942,6,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,1,2,0,0,0,1,2,2,2,2,0,2,0,2,0,0,4,0,0,0,2,1,0,4,10,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,11,1,1
10943,2,0,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,2,2,6,0,2,0,1,1,4,2,0,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,1,0
10944,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
10945,6,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,2,2,0,0,0,2,1,2,5,0,2,0,2,1,0,0,0,0,0,0,6,0,4,24,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,11,4,1
10946,5,2,1,0,0,3,3,2,2,0,0,2,0,3,2,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,4,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,15,1,0
10947,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10948,5,1,2,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,1,4,2,2,6,0,2,0,2,0,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
10949,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10950,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,3,0,0,0,0,0,0,6,0,4,10,0,3,0,1,0,0,0,0,3,0,0,0,2,2,0,7,6,0
10951,3,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
10952,6,1,2,0,0,1,2,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,6,1,0
10953,7,1,2,0,0,1,0,1,2,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,4,0,2,2,0,0,0,4,1,2,2,0,2,0,2,1,0,3,0,0,0,0,6,0,4,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,10,2,0
10954,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
10955,5,11,1,0,0,3,4,2,2,0,0,2,0,3,3,0,3,0,0,1,0,0,0,0,9,0,2,0,2,0,1,4,1,2,1,0,2,0,2,2,4,4,0,0,0,1,1,0,4,23,0,4,0,3,0,1,0,0,0,4,0,1,1,1,0,15,1,0
10956,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,114,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10957,7,3,1,0,3,1,0,2,2,2,0,0,0,1,0,10,1,0,1,1,1,0,0,0,2,0,1,2,0,0,0,4,1,2,6,0,2,4,2,0,0,2,0,0,0,0,6,0,3,51,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,5,1,0
10958,3,2,2,0,0,3,2,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
10959,5,9,1,0,4,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,2,4,0,0,4,2,1,0,0,1,4,2,1,4,0,2,0,0,0,6,0,2,52,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,8,6,0
10960,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
10961,5,8,1,0,3,2,5,2,2,2,0,3,0,3,3,6,2,0,0,1,0,0,0,0,9,0,1,0,0,0,1,4,1,2,1,0,2,3,2,1,2,3,1,0,0,1,1,0,3,51,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,16,1,0
10962,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,221,0,0,0,0,10,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0
10963,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
10964,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,6,0,223,0,0,0,0,10,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,2,0,0
10965,3,3,1,0,3,1,5,2,2,1,0,0,0,3,2,4,1,0,0,0,0,0,0,0,7,0,1,0,0,0,2,4,2,2,3,0,2,4,2,1,0,2,0,0,0,0,1,0,2,51,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
10966,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
10967,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,141,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
10968,5,0,1,0,1,0,0,1,2,2,0,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,1,0,0,1,1,1,2,0,0,0,0,0,0,6,0,2,31,0,3,0,1,0,0,0,0,0,0,0,0,2,2,0,6,7,0
10969,5,11,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
10970,6,11,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
10971,2,3,1,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,4,1,2,0,0,2,0,2,0,4,0,2,0,134,0,6,1,0,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,8,7,0
10972,5,1,2,4,0,1,0,2,2,0,0,3,0,3,0,0,2,0,0,1,0,0,0,1,4,0,2,1,2,0,0,4,2,2,1,0,2,0,2,2,4,3,0,0,0,0,3,0,4,10,0,4,0,2,0,1,0,0,1,0,0,2,1,2,0,13,2,0
10973,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,133,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
10974,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
10975,4,11,1,0,0,2,1,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,2,4,1,2,3,0,2,0,2,2,4,3,0,0,0,0,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,9,1,0
10976,5,3,1,0,4,0,0,2,2,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,4,1,2,0,0,2,4,1,1,2,0,0,0,0,0,6,0,2,52,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,5,5,0
10977,3,3,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,1,1,2,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,7,0
10978,5,2,1,0,0,6,4,2,2,0,0,0,0,3,5,0,0,1,0,1,0,0,0,0,9,0,2,0,0,0,1,3,1,2,1,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,16,1,0
10979,5,1,2,0,0,6,4,2,2,3,1,0,0,3,3,0,0,1,0,1,0,0,0,0,7,0,1,0,0,0,1,2,1,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,1,1,2,1,1,0,11,1,1
10980,4,1,4,0,0,1,4,2,2,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,3,0,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,3,0,2,1,1,0,12,1,0
10981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10982,7,11,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
10983,6,1,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,7,0,2,2,0,0,0,2,1,1,5,0,1,0,2,0,0,2,1,0,0,0,6,0,2,24,0,1,10,1,0,0,0,0,0,0,0,1,1,2,1,7,2,1
10984,3,1,2,0,0,1,1,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,1,2,4,0,2,0,2,1,0,2,10,0,0,1,1,0,2,24,0,4,1,1,1,0,0,0,0,1,0,2,1,1,0,10,1,1
10985,6,2,1,0,0,6,5,2,2,0,0,0,0,5,5,0,4,1,0,1,0,0,0,0,8,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,0,5,0,0,0,4,1,0,5,10,0,1,0,1,0,0,0,0,0,6,0,1,1,1,0,11,1,0
10986,3,1,1,0,0,2,5,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,3,2,2,2,0,2,0,2,0,1,3,1,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
10987,4,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,2,1,0,4,23,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
10988,7,1,1,0,3,0,0,2,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,4,2,2,0,0,2,2,2,1,0,0,0,0,0,0,6,0,2,51,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,1,5,0
10989,3,0,1,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,0,4,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,0,0,10,1,0
10990,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10991,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,3,21,0,3,0,1,0,0,0,0,3,0,0,0,2,2,0,10,6,0
10992,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
10993,7,9,1,0,4,0,0,2,2,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4,2,2,0,0,2,3,2,1,0,0,7,6,0,0,6,0,2,52,0,3,0,2,0,0,0,0,3,0,0,0,2,2,0,10,7,0
10994,4,1,3,0,0,4,3,2,2,0,0,3,0,2,2,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,2,3,1,0,0,6,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
10995,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10996,7,11,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,5,0
10997,7,1,1,0,0,1,0,2,2,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,4,0,2,2,0,0,0,2,1,2,5,0,2,0,2,0,0,3,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,1
10998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
10999,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,221,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
11000,5,1,1,0,0,1,1,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,3,1,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,6,0,1,1,1,0,11,1,0
11001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11002,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
11003,7,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,9,6,0
11004,7,2,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,7,5,0
11005,7,11,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
11006,4,1,2,0,0,1,3,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,15,1,0
11007,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,5,0
11008,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,4,0,2,0,112,0,0,1,0,10,1,6,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0,0
11009,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,2,1,4,0,2,0,212,0,0,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,6,0,0
11010,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,2,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,8,6,1
11011,7,11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,0,0,4,1,1,0,0,2,0,2,0,4,0,4,0,0,0,6,0,2,23,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
11012,3,1,1,0,0,1,5,2,2,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,1,1,3,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
11013,7,1,1,0,0,2,2,2,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
11014,6,1,1,0,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,8,6,0
